Gene	1. Germline Cluster 1
cwo	0.338709677419355
CG6325	0.0645161290322581
Irp-1B	0.0645161290322581
Rrp46	0.370967741935484
hth	0.0161290322580645
CG14688	0.112903225806452
CG14683	0.419354838709677
CG31278	0.032258064516129
CG31373	0.129032258064516
MED7	0.274193548387097
Cap-H2	0.0645161290322581
TfIIFbeta	0.112903225806452
mRpL37	0.225806451612903
Rbp1	2.70967741935484
Art1	0.435483870967742
Mcm5	0.225806451612903
CG14687	0.032258064516129
CG4089	0.032258064516129
Cad86C	0.0967741935483871
CG42394	0.0806451612903226
CG4565	0.0161290322580645
CG6567	0.112903225806452
CG4511	0.17741935483871
CG4570	0.225806451612903
CG6574	0.0483870967741935
SelR	0.225806451612903
Tsp86D	0.0645161290322581
Fdh	0.67741935483871
Sodh-2	0.145161290322581
Tpc1	0.17741935483871
CG14696	0.112903225806452
Leash	0.0967741935483871
Adk3	0.032258064516129
CG6621	0.0967741935483871
Ugt86Da	0.0161290322580645
Ugt35a	0.032258064516129
cu	0.032258064516129
SdhC	1.38709677419355
Tctp	11.8387096774194
ZnT86D	0.129032258064516
RpS25	53.8064516129032
CG4820	0.145161290322581
CG6689	0.0967741935483871
CG6693	0.258064516129032
RpL3	32.6612903225806
scpr-C	0.0161290322580645
CG17726	0.0645161290322581
GCC88	0.112903225806452
CG17187	0.0806451612903226
CG14701	0.129032258064516
CG17184	0.032258064516129
CG17721	0.225806451612903
CG31441	0.0483870967741935
CG31388	0.0161290322580645
CG17734	0.5
CG5214	0.5
mRpL40	0.516129032258065
mgr	0.612903225806452
Irbp	0.112903225806452
Ranbp9	0.145161290322581
CG5270	0.112903225806452
CG18643	0.032258064516129
RpL24-like	5.38709677419355
CG6744	0.209677419354839
CG5281	0.0806451612903226
PGRP-LB	0.0161290322580645
CG10898	0.0483870967741935
fabp	4.19354838709677
Mrp4	0.0483870967741935
wkd	0.161290322580645
CG6791	0.0161290322580645
Jupiter	3.32258064516129
CG14710	0.0806451612903226
CG6808	0.032258064516129
CG14711	0.112903225806452
CG6813	0.032258064516129
CG18764	0.032258064516129
CG14712	0.0806451612903226
Csk	0.354838709677419
Elp1	0.0645161290322581
CG42327	0.112903225806452
CG14715	0.209677419354839
CG18476	0.032258064516129
Taf12	0.338709677419355
Ho	0.129032258064516
CG14721	0.241935483870968
Blm	0.0645161290322581
CG14722	0.225806451612903
CG6923	0.0967741935483871
CG43062	0.145161290322581
Lk6	2.85483870967742
l(3)neo38	0.983870967741935
CG17360	0.0967741935483871
Sbf	0.0483870967741935
glo	0.483870967741935
COX5A	2.74193548387097
CG6950	0.338709677419355
CG6959	0.129032258064516
sad	0.0483870967741935
CG6962	0.0967741935483871
CG31368	0.145161290322581
Cad87A	0.032258064516129
CG31211	0.0483870967741935
Hsp70Aa	0.0161290322580645
Hsp70Ab	0.0161290322580645
CG3281	0.0483870967741935
aurA	0.129032258064516
CG12213	0.0967741935483871
GC1	0.258064516129032
Tango9	0.17741935483871
CG10005	0.0161290322580645
CG18547	0.145161290322581
CG3397	0.209677419354839
mfas	0.0806451612903226
Ect3	0.193548387096774
KLHL18	0.161290322580645
GCC185	0.032258064516129
CG3313	0.0483870967741935
Spt3	0.112903225806452
ATP8B	0.032258064516129
CG4860	0.209677419354839
CG10013	0.0161290322580645
CG10038	0.193548387096774
MBD-R2	0.0483870967741935
GstD10	0.032258064516129
GstD9	0.258064516129032
GstD1	2.01612903225806
GstD2	0.032258064516129
GstD3	0.532258064516129
GstD4	0.032258064516129
GstD7	0.0161290322580645
CG34402	0.0161290322580645
lig3	0.0483870967741935
Cyp9f2	0.0161290322580645
CG5167	0.0806451612903226
CG5196	0.0967741935483871
Dip-C	0.225806451612903
pps	0.225806451612903
Scgbeta	0.0161290322580645
CG17202	0.580645161290323
Pp1-87B	1.37096774193548
CG5641	0.274193548387097
Prosalpha2	1.70967741935484
Aos1	0.725806451612903
CG5844	0.5
Desat2	0.032258064516129
Desat1	0.645161290322581
CG18549	0.0483870967741935
trus	0.0806451612903226
CG5961	0.112903225806452
CG12267	0.129032258064516
CG5608	0.0645161290322581
Hsp70Bb	0.0161290322580645
Hsp70Bc	0.241935483870968
Octbeta2R	0.032258064516129
Vha55	1.16129032258065
Snx3	0.32258064516129
Not10	0.32258064516129
mbo	0.145161290322581
kar	0.580645161290323
Su(fu)	0.0967741935483871
Arp1	0.32258064516129
Past1	0.483870967741935
CG12279	0.467741935483871
mus308	0.0806451612903226
Men	0.225806451612903
CG10126	0.0161290322580645
grsm	0.32258064516129
Spc25	0.17741935483871
CG7381	0.0161290322580645
CG7091	0.129032258064516
Paip2	0.435483870967742
CG31342	0.112903225806452
CG7488	0.0806451612903226
CG7518	0.338709677419355
CG8031	0.129032258064516
CtBP	2.70967741935484
l(3)87Df	0.258064516129032
ry	0.0161290322580645
snk	0.0161290322580645
CG7966	0.032258064516129
pic	0.274193548387097
sim	0.032258064516129
timeout	0.0161290322580645
CG11686	0.032258064516129
Ravus	0.0483870967741935
Su(var)3-7	0.112903225806452
CG8449	0.112903225806452
CG32473	0.241935483870968
poly	0.645161290322581
Dic1	0.354838709677419
mRpS21	0.387096774193548
Droj2	0.82258064516129
CG9799	0.112903225806452
GILT1	0.741935483870968
CG33977	0.161290322580645
yrt	0.225806451612903
sqd	5.11290322580645
rin	1.58064516129032
Hrb87F	0.532258064516129
B52	2.19354838709677
CG9588	0.129032258064516
omd	0.145161290322581
flfl	0.145161290322581
f-cup	0.0967741935483871
CG31469	0.032258064516129
CG34383	0.274193548387097
CG9297	0.0161290322580645
CG9286	0.258064516129032
Dip-B	0.629032258064516
Nsf2	0.193548387096774
CG9926	0.17741935483871
Ipp	0.0967741935483871
CG9925	0.161290322580645
Orc2	0.0806451612903226
rdx	0.419354838709677
CG3061	0.0967741935483871
CG9922	0.741935483870968
foxo	0.17741935483871
Abi	0.0967741935483871
twf	0.161290322580645
140up	0.225806451612903
RpII140	0.483870967741935
trx	0.354838709677419
su(Hw)	0.0483870967741935
RpII15	0.387096774193548
Afti	0.0161290322580645
ATPsynE	4.64516129032258
spn-B	0.0483870967741935
NK7.1	0.129032258064516
cv-c	0.258064516129032
mRpL11	0.338709677419355
CG8461	0.0483870967741935
Pde6	0.0967741935483871
CG14852	0.0161290322580645
CG31313	0.0161290322580645
CG8066	0.17741935483871
Cys	0.258064516129032
CG7987	0.161290322580645
put	0.338709677419355
His4r	14.5161290322581
l(3)L1231	0.596774193548387
CG3505	0.032258064516129
Hexim	0.129032258064516
Rad17	0.0483870967741935
BigH1	0.709677419354839
Meltrin	0.0645161290322581
kibra	0.32258064516129
CG7530	0.258064516129032
eff	2.67741935483871
jvl	0.258064516129032
btsz	0.129032258064516
CG3631	0.0161290322580645
Rrp6	0.112903225806452
CG33331	0.0806451612903226
CG33332	0.0483870967741935
CycC	0.225806451612903
UQCR-C1	1.83870967741935
CG7265	0.0967741935483871
CG14860	0.0483870967741935
Nup93-2	0.241935483870968
CG3817	0.580645161290323
RpS5b	12.5806451612903
VhaPPA1-1	0.741935483870968
CG6966	0.209677419354839
CG42788	0.032258064516129
CG6912	0.0806451612903226
GlyS	0.193548387096774
Mf	0.161290322580645
CG6752	0.0161290322580645
CG42542	0.306451612903226
Spn88Ea	0.112903225806452
CG4203	0.0483870967741935
CG6654	0.0967741935483871
CG4210	0.129032258064516
SIDL	0.032258064516129
CG12241	0.032258064516129
Rpb7	0.580645161290323
CG31344	0.145161290322581
Art3	0.209677419354839
mRpS10	0.967741935483871
tefu	0.0806451612903226
Hsc70-4	9.79032258064516
CG42404	0.0483870967741935
Su(var)3-9	0.0806451612903226
Set	1.46774193548387
ATPsynO	3.2741935483871
CG14864	0.0483870967741935
Zip88E	0.17741935483871
Cp190	0.209677419354839
CG4338	0.17741935483871
MRG15	0.145161290322581
l(3)neo43	0.354838709677419
Tm1	1.82258064516129
Tm2	0.0806451612903226
CG14866	0.0161290322580645
CG6276	0.0806451612903226
ear	0.112903225806452
CG6236	0.145161290322581
ea	0.145161290322581
mRpL9	0.403225806451613
FK506-bp1	4.46774193548387
Sra-1	0.0806451612903226
CG6218	0.403225806451613
Surf4	0.483870967741935
CG31301	0.225806451612903
Trs33	0.161290322580645
CG5038	0.0161290322580645
Atg4b	0.0967741935483871
CG5044	0.225806451612903
ldlCp	0.0483870967741935
Trax	0.129032258064516
CG6171	0.435483870967742
CG34404	0.032258064516129
CG14868	0.0483870967741935
Ccm3	0.274193548387097
Atx2	0.693548387096774
AdamTS-A	0.0483870967741935
CG14870	0.0161290322580645
CG5205	0.0483870967741935
AOX1	0.032258064516129
AOX3	0.0806451612903226
pxb	0.0161290322580645
CG9590	0.0806451612903226
c(3)G	0.290322580645161
Acyp2	0.435483870967742
nsl1	0.32258064516129
rec	0.032258064516129
CG4576	0.0161290322580645
CG43318	0.0161290322580645
Arpc3A	0.403225806451613
ND-23	0.838709677419355
spn-E	0.290322580645161
Pbp45	0.032258064516129
Hmt-1	0.112903225806452
glob1	0.0806451612903226
Fbxl7	0.0161290322580645
blp	0.370967741935484
Sap47	0.419354838709677
CG4287	0.0483870967741935
CG5516	0.17741935483871
CG32856	0.145161290322581
Rbf2	0.0483870967741935
mor	0.193548387096774
Hel89B	0.161290322580645
srp	0.129032258064516
CG10407	0.129032258064516
CG5013	0.32258064516129
msps	0.290322580645161
Mhcl	0.17741935483871
Akt1	0.112903225806452
CG5903	0.935483870967742
CG5916	0.0645161290322581
Bin1	0.516129032258065
sra	0.193548387096774
CG6126	0.0161290322580645
mtSSB	0.935483870967742
tara	0.112903225806452
bor	0.209677419354839
asun	0.0161290322580645
Mat89Ba	0.0806451612903226
gish	0.919354838709677
Zip89B	0.0161290322580645
Sulf1	0.0483870967741935
SF2	0.919354838709677
pad	0.032258064516129
Manf	0.758064516129032
CG10311	0.0645161290322581
CG17931	0.193548387096774
CG17565	0.225806451612903
CG14881	0.258064516129032
mRpS33	0.709677419354839
ema	0.0161290322580645
CG14894	0.274193548387097
CG14882	0.112903225806452
Pak3	0.161290322580645
CG10405	0.0161290322580645
CG14883	0.145161290322581
CG42232	0.338709677419355
CSN5	0.451612903225806
Dhfr	0.354838709677419
Sdhaf3	0.258064516129032
Der-2	0.145161290322581
CG42342	0.258064516129032
CG14903	0.145161290322581
CG10340	0.548387096774194
CG14905	0.0483870967741935
Fas1	0.467741935483871
nonA-l	0.129032258064516
CG10324	0.193548387096774
CG14906	0.0161290322580645
CG14907	0.0483870967741935
modSP	0.032258064516129
Ubx	0.0161290322580645
CG18622	0.112903225806452
MESK4	0.0161290322580645
CG3678	0.225806451612903
CG17556	0.17741935483871
CG3534	0.0967741935483871
Irc	0.032258064516129
AdSL	0.209677419354839
CG4009	0.0645161290322581
CG18213	0.0806451612903226
CG5220	0.209677419354839
CG3995	0.145161290322581
Patr-1	0.17741935483871
Dad	0.112903225806452
Ns1	0.209677419354839
mRpS11	0.516129032258065
Keap1	0.0483870967741935
kuk	0.564516129032258
GckIII	0.0645161290322581
cal1	0.129032258064516
cher	0.193548387096774
m-cup	0.0483870967741935
Det	0.387096774193548
CG5285	0.0161290322580645
CG5292	0.0806451612903226
CG31262	0.032258064516129
lute	0.112903225806452
sds22	0.403225806451613
CREG	0.209677419354839
Sur-8	0.0645161290322581
CG42821	0.032258064516129
CG42822	0.0161290322580645
CG5823	0.161290322580645
P5cr-2	0.032258064516129
l(3)07882	0.435483870967742
SF1	0.145161290322581
Prx3	0.82258064516129
sll	0.0161290322580645
CG14322	0.0645161290322581
CG7523	0.193548387096774
alt	0.612903225806452
CG7655	0.145161290322581
CG31251	0.129032258064516
CG31360	0.387096774193548
CG31249	0.0483870967741935
osa	0.370967741935484
Pxt	0.0483870967741935
CG14321	0.0645161290322581
CG7713	0.225806451612903
CG7379	0.258064516129032
CG17806	0.032258064516129
CG17802	0.032258064516129
CG17801	0.0161290322580645
CG7357	0.17741935483871
CG18012	0.483870967741935
tinc	0.0161290322580645
Rim	0.0161290322580645
cpo	0.145161290322581
CG7785	0.0483870967741935
CG7218	0.112903225806452
Cbp20	0.596774193548387
cdm	0.0806451612903226
CG7208	0.0806451612903226
Arp5	0.0645161290322581
CG12321	0.338709677419355
MED17	0.129032258064516
Ssdp	0.709677419354839
CG7985	0.0483870967741935
CG7183	0.112903225806452
CG7988	0.145161290322581
mTerf5	0.0967741935483871
Non3	1.04838709677419
CG7168	0.209677419354839
Mdh2	1.38709677419355
CG7156	0.0161290322580645
CG12320	0.0806451612903226
CG18599	0.0161290322580645
Vps39	0.129032258064516
CG14312	0.0483870967741935
CG8064	0.112903225806452
l(3)05822	0.306451612903226
Dlc90F	0.838709677419355
CG18600	0.258064516129032
PKD	0.0161290322580645
WRNexo	0.0161290322580645
Nup43	0.241935483870968
CG7675	0.112903225806452
CG14309	0.0967741935483871
cona	0.516129032258065
Vha100-2	0.67741935483871
CG12333	0.0483870967741935
koko	0.306451612903226
CG7685	0.112903225806452
CG31122	0.0483870967741935
fru	0.225806451612903
CG7694	0.0967741935483871
fray	0.0483870967741935
qin	0.274193548387097
CG14301	0.032258064516129
CG31224	0.161290322580645
Cpsf73	0.0967741935483871
Gos28	0.145161290322581
CG31229	0.564516129032258
CG7702	0.032258064516129
CG7705	0.145161290322581
CG7706	0.145161290322581
Mekk1	0.193548387096774
CG7718	0.0645161290322581
gwl	0.0645161290322581
CG14299	0.0483870967741935
CG18208	0.0806451612903226
CG14292	0.032258064516129
EndoA	0.0483870967741935
CG14291	0.0161290322580645
Xrp1	0.548387096774194
Mpc1	0.225806451612903
CG42613	0.0161290322580645
Smu1	0.032258064516129
dnk	0.403225806451613
snRNP-U1-C	0.193548387096774
gukh	0.0806451612903226
CG6005	0.032258064516129
CG14286	0.145161290322581
CG14285	0.0161290322580645
NP15.6	1.56451612903226
P5cr	0.129032258064516
Prp18	0.032258064516129
CG6013	0.0806451612903226
cdi	0.387096774193548
mRpL55	0.5
ATPsynD	3.25806451612903
CG6040	0.145161290322581
Cyp12a4	0.0806451612903226
CG5835	0.032258064516129
CG11779	0.145161290322581
nos	0.032258064516129
CG42359	0.193548387096774
sqz	0.0645161290322581
CG5555	0.032258064516129
cry	0.0645161290322581
vib	0.387096774193548
CG3773	0.0806451612903226
Dl	0.661290322580645
Ino80	0.112903225806452
CG5316	0.129032258064516
Dys	0.548387096774194
CG17752	0.0161290322580645
CG6231	0.0483870967741935
CG34138	0.0161290322580645
Vha13	3.20967741935484
Nup58	0.145161290322581
CG6195	0.887096774193548
CG31219	0.0161290322580645
Naam	0.0483870967741935
bnl	0.0483870967741935
CG4662	0.129032258064516
Ire1	0.0161290322580645
CG11447	0.0161290322580645
CG4572	0.258064516129032
CG4686	0.580645161290323
CG4562	0.0483870967741935
CG17186	0.0645161290322581
Arc42	0.193548387096774
CG4733	0.0483870967741935
CG4538	0.161290322580645
Surf6	0.645161290322581
RhoGAP92B	0.0967741935483871
Hs6st	0.0806451612903226
MED25	0.112903225806452
CG4433	0.0967741935483871
psidin	0.0645161290322581
CG4424	0.032258064516129
trem	0.032258064516129
CG4936	0.145161290322581
CG10889	0.0161290322580645
CG4390	1.03225806451613
mdlc	0.0967741935483871
CG5023	0.0483870967741935
cic	0.887096774193548
CG42668	0.548387096774194
CG4360	0.193548387096774
Sirt2	0.0967741935483871
Stat92E	0.274193548387097
CG5180	0.112903225806452
CG15922	0.161290322580645
CG5191	0.032258064516129
CG10877	0.0161290322580645
TFAM	0.387096774193548
CG5412	0.241935483870968
EloB	0.258064516129032
Srp14	0.419354838709677
CG34008	0.129032258064516
CG16953	0.193548387096774
Sep2	0.838709677419355
Srp72	0.17741935483871
bon	0.0967741935483871
CG5466	0.0161290322580645
H	0.290322580645161
Pi3K92E	0.193548387096774
Lrrk	0.0161290322580645
Cdk2	0.17741935483871
Syp	0.645161290322581
CG31195	0.0483870967741935
Fancd2	0.0967741935483871
CG17271	0.419354838709677
RpS20	54.9032258064516
CG17272	0.580645161290323
CG17273	1.12903225806452
CG31223	0.129032258064516
Synd	0.225806451612903
RpS30	34.9354838709677
hdly	0.112903225806452
Atpalpha	0.709677419354839
Calx	0.0161290322580645
Rlip	0.0967741935483871
CG17278	0.0161290322580645
Mvl	0.0483870967741935
Cortactin	0.0967741935483871
AnxB9	0.5
r-l	0.306451612903226
RhoGAP93B	0.0645161290322581
CG7044	0.112903225806452
CG5745	0.161290322580645
Sec15	0.0645161290322581
rtet	0.129032258064516
Rab11	0.532258064516129
ppan	0.338709677419355
Bdbt	0.209677419354839
slmb	0.274193548387097
CG5793	0.354838709677419
CG7009	0.0645161290322581
Usp8	0.17741935483871
meigo	0.0967741935483871
SNF4Agamma	0.67741935483871
CG5862	0.338709677419355
CG3353	0.258064516129032
Oga	0.112903225806452
CG3337	0.354838709677419
Nelf-A	0.112903225806452
Rab1	1.48387096774194
AP-2sigma	0.741935483870968
CG5919	0.209677419354839
CG3308	0.0645161290322581
CG16791	0.274193548387097
mod(mdg4)	0.370967741935484
tin	0.0161290322580645
